SCOPE	ENTREZ	HUGO	GENENAME	ENSEMBL	HGNC	CHR	MAPLOC	DESCRIPTION	GENETYPE	GSC1	GSC2	HUGO_ENSG	SCOPE_ENSG
EEF1D	1936	EEF1D	EEF1D	ENSG00000104529	3211	8	8q24.3	eukaryotic translation elongation factor 1 delta	protein-coding	EEF1D|1936_calculated	merged_EEF1D|1936_calculated	EEF1D_ENSG00000104529	EEF1D_ENSG00000104529
EEF1DP3	196549	EEF1DP3	EEF1DP3	ENSG00000229715	30486	13	13q13.1	eukaryotic translation elongation factor 1 delta pseudogene 3	pseudo	EEF1DP3|196549_calculated	merged_EEF1DP3|196549_calculated	EEF1DP3_ENSG00000229715	EEF1DP3_ENSG00000229715
EEF1E1	9521	EEF1E1	EEF1E1	ENSG00000124802	3212	6	6p24.3	eukaryotic translation elongation factor 1 epsilon 1	protein-coding	EEF1E1|9521_calculated	merged_EEF1E1|9521_calculated	EEF1E1_ENSG00000124802	EEF1E1_ENSG00000124802
EEF1G	1937	EEF1G	EEF1G	ENSG00000254772	3213	11	11q12.3	eukaryotic translation elongation factor 1 gamma	protein-coding	EEF1G|1937_calculated	merged_EEF1G|1937_calculated	EEF1G_ENSG00000254772	EEF1G_ENSG00000254772
EEF2	1938	EEF2	EEF2	ENSG00000167658	3214	19	19p13.3	eukaryotic translation elongation factor 2	protein-coding	EEF2|1938_calculated	merged_EEF2|1938_calculated	EEF2_ENSG00000167658	EEF2_ENSG00000167658
EEF2K	29904	EEF2K	EEF2K	ENSG00000103319	24615	16	16p12.2	eukaryotic elongation factor 2 kinase	protein-coding	EEF2K|29904_calculated	merged_EEF2K|29904_calculated	EEF2K_ENSG00000103319	EEF2K_ENSG00000103319
EEFSEC	60678	EEFSEC	EEFSEC	ENSG00000132394	24614	3	3q21.3	"eukaryotic elongation factor, selenocysteine-tRNA specific"	protein-coding	EEFSEC|60678_calculated	merged_EEFSEC|60678_calculated	EEFSEC_ENSG00000132394	EEFSEC_ENSG00000132394
EEPD1	80820	EEPD1	EEPD1	ENSG00000122547	22223	7	7p14.2	endonuclease/exonuclease/phosphatase family domain containing 1	protein-coding	EEPD1|80820_calculated	merged_EEPD1|80820_calculated	EEPD1_ENSG00000122547	EEPD1_ENSG00000122547
EFCAB1	79645	EFCAB1	EFCAB1	ENSG00000034239	25678	8	8q11.21	EF-hand calcium binding domain 1	protein-coding	EFCAB1|79645_calculated	merged_EFCAB1|79645_calculated	EFCAB1_ENSG00000034239	EFCAB1_ENSG00000034239
EFCAB10	100130771	EFCAB10	EFCAB10	ENSG00000185055	34531	7	7q22.3	EF-hand calcium binding domain 10	protein-coding	EFCAB10|100130771_calculated	merged_EFCAB10|100130771_calculated	EFCAB10_ENSG00000185055	EFCAB10_ENSG00000185055
EFCAB2	84288	EFCAB2	EFCAB2	ENSG00000203666	28166	1	1q44	EF-hand calcium binding domain 2	protein-coding	EFCAB2|84288_calculated	merged_EFCAB2|84288_calculated	EFCAB2_ENSG00000203666	EFCAB2_ENSG00000203666
EFCAB3	146779	EFCAB3	EFCAB3	ENSG00000172421	26379	17	17q23.2	EF-hand calcium binding domain 3	protein-coding	EFCAB3|146779_calculated	merged_EFCAB3|146779_calculated	EFCAB3_ENSG00000172421	EFCAB3_ENSG00000172421
EFCAB5	374786	EFCAB5	EFCAB5	ENSG00000176927	24801	17	17q11.2	EF-hand calcium binding domain 5	protein-coding	EFCAB5|374786_calculated	merged_EFCAB5|374786_calculated	EFCAB5_ENSG00000176927	EFCAB5_ENSG00000176927
EFCAB6	64800	EFCAB6	EFCAB6	ENSG00000186976	24204	22	22q13.2-q13.31	EF-hand calcium binding domain 6	protein-coding	EFCAB6|64800_calculated	merged_EFCAB6|64800_calculated	EFCAB6_ENSG00000186976	EFCAB6_ENSG00000186976
EFCAB7	84455	EFCAB7	EFCAB7	ENSG00000203965	29379	1	1p31.3	EF-hand calcium binding domain 7	protein-coding	EFCAB7|84455_calculated	merged_EFCAB7|84455_calculated	EFCAB7_ENSG00000203965	EFCAB7_ENSG00000203965
EFEMP1	2202	EFEMP1	EFEMP1	ENSG00000115380	3218	2	2p16.1	EGF containing fibulin extracellular matrix protein 1	protein-coding	EFEMP1|2202_calculated	merged_EFEMP1|2202_calculated	EFEMP1_ENSG00000115380	EFEMP1_ENSG00000115380
EFEMP2	30008	EFEMP2	EFEMP2	ENSG00000172638	3219	11	11q13.1	EGF containing fibulin extracellular matrix protein 2	protein-coding	EFEMP2|30008_calculated	merged_EFEMP2|30008_calculated	EFEMP2_ENSG00000172638	EFEMP2_ENSG00000172638
EFHB	151651	EFHB	EFHB	ENSG00000163576	26330	3	3p24.3	EF-hand domain family member B	protein-coding	EFHB|151651_calculated	merged_EFHB|151651_calculated	EFHB_ENSG00000163576	EFHB_ENSG00000163576
EFHC1	114327	EFHC1	EFHC1	ENSG00000096093	16406	6	6p12.2	EF-hand domain containing 1	protein-coding	EFHC1|114327_calculated	merged_EFHC1|114327_calculated	EFHC1_ENSG00000096093	EFHC1_ENSG00000096093
EFHC2	80258	EFHC2	EFHC2	ENSG00000183690	26233	X	Xp11.3	EF-hand domain containing 2	protein-coding	EFHC2|80258_calculated	merged_EFHC2|80258_calculated	EFHC2_ENSG00000183690	EFHC2_ENSG00000183690
EFHD1	80303	EFHD1	EFHD1	ENSG00000115468	29556	2	2q37.1	EF-hand domain family member D1	protein-coding	EFHD1|80303_calculated	merged_EFHD1|80303_calculated	EFHD1_ENSG00000115468	EFHD1_ENSG00000115468
EFHD2	79180	EFHD2	EFHD2	ENSG00000142634	28670	1	1p36.21	EF-hand domain family member D2	protein-coding	EFHD2|79180_calculated	merged_EFHD2|79180_calculated	EFHD2_ENSG00000142634	EFHD2_ENSG00000142634
EFNA1	1942	EFNA1	EFNA1	ENSG00000169242	3221	1	1q22	ephrin A1	protein-coding	EFNA1|1942_calculated	merged_EFNA1|1942_calculated	EFNA1_ENSG00000169242	EFNA1_ENSG00000169242
EFNA2	1943	EFNA2	EFNA2	ENSG00000099617	3222	19	19p13.3	ephrin A2	protein-coding	EFNA2|1943_calculated	merged_EFNA2|1943_calculated	EFNA2_ENSG00000099617	EFNA2_ENSG00000099617
EFNA3	1944	EFNA3	EFNA3	ENSG00000143590	3223	1	1q21.3	ephrin A3	protein-coding	EFNA3|1944_calculated	merged_EFNA3|1944_calculated	EFNA3_ENSG00000143590	EFNA3_ENSG00000143590
EFNA4	1945	EFNA4	EFNA4	ENSG00000243364	3224	1	1q21.3	ephrin A4	protein-coding	EFNA4|1945_calculated	merged_EFNA4|1945_calculated	EFNA4_ENSG00000243364	EFNA4_ENSG00000243364
EFNA5	1946	EFNA5	EFNA5	ENSG00000184349	3225	5	5q21.3	ephrin A5	protein-coding	EFNA5|1946_calculated	merged_EFNA5|1946_calculated	EFNA5_ENSG00000184349	EFNA5_ENSG00000184349
EFNB1	1947	EFNB1	EFNB1	ENSG00000090776	3226	X	Xq13.1	ephrin B1	protein-coding	EFNB1|1947_calculated	merged_EFNB1|1947_calculated	EFNB1_ENSG00000090776	EFNB1_ENSG00000090776
EFNB2	1948	EFNB2	EFNB2	ENSG00000125266	3227	13	13q33.3	ephrin B2	protein-coding	EFNB2|1948_calculated	merged_EFNB2|1948_calculated	EFNB2_ENSG00000125266	EFNB2_ENSG00000125266
EFNB3	1949	EFNB3	EFNB3	ENSG00000108947	3228	17	17p13.1	ephrin B3	protein-coding	EFNB3|1949_calculated	merged_EFNB3|1949_calculated	EFNB3_ENSG00000108947	EFNB3_ENSG00000108947
EFR3A	23167	EFR3A	EFR3A	ENSG00000132294	28970	8	8q24.22	EFR3 homolog A	protein-coding	EFR3A|23167_calculated	merged_EFR3A|23167_calculated	EFR3A_ENSG00000132294	EFR3A_ENSG00000132294
EFR3B	22979	EFR3B	EFR3B	ENSG00000084710	29155	2	2p23.3	EFR3 homolog B	protein-coding	EFR3B|22979_calculated	merged_EFR3B|22979_calculated	EFR3B_ENSG00000084710	EFR3B_ENSG00000084710
EFS	10278	EFS	EFS	ENSG00000100842	16898	14	14q11.2	embryonal Fyn-associated substrate	protein-coding	EFS|10278_calculated	merged_EFS|10278_calculated	EFS_ENSG00000100842	EFS_ENSG00000100842
EFTUD1	79631	EFL1	EFL1	ENSG00000140598	25789	15	15q25.2	elongation factor like GTPase 1	protein-coding	EFTUD1|79631_calculated	merged_EFTUD1|79631_calculated	EFL1_ENSG00000140598	EFTUD1_ENSG00000140598
EFTUD2	9343	EFTUD2	EFTUD2	ENSG00000108883	30858	17	17q21.31	elongation factor Tu GTP binding domain containing 2	protein-coding	EFTUD2|9343_calculated	merged_EFTUD2|9343_calculated	EFTUD2_ENSG00000108883	EFTUD2_ENSG00000108883
EGF	1950	EGF	EGF	ENSG00000138798	3229	4	4q25	epidermal growth factor	protein-coding	EGF|1950_calculated	merged_EGF|1950_calculated	EGF_ENSG00000138798	EGF_ENSG00000138798
EGFL6	25975	EGFL6	EGFL6	ENSG00000198759	3235	X	Xp22.2	EGF like domain multiple 6	protein-coding	EGFL6|25975_calculated	merged_EGFL6|25975_calculated	EGFL6_ENSG00000198759	EGFL6_ENSG00000198759
EGFL7	51162	EGFL7	EGFL7	ENSG00000172889	20594	9	9q34.3	EGF like domain multiple 7	protein-coding	EGFL7|51162_calculated	merged_EGFL7|51162_calculated	EGFL7_ENSG00000172889	EGFL7_ENSG00000172889
EGFL8	80864	EGFL8	EGFL8	ENSG00000241404	13944	6	6p21.32	EGF like domain multiple 8	protein-coding	EGFL8|80864_calculated	merged_EGFL8|80864_calculated	EGFL8_ENSG00000241404	EGFL8_ENSG00000241404
EGFLAM	133584	EGFLAM	EGFLAM	ENSG00000164318	26810	5	5p13.2-p13.1	"EGF like, fibronectin type III and laminin G domains"	protein-coding	EGFLAM|133584_calculated	merged_EGFLAM|133584_calculated	EGFLAM_ENSG00000164318	EGFLAM_ENSG00000164318
EGFR	1956	EGFR	EGFR	ENSG00000146648	3236	7	7p11.2	epidermal growth factor receptor	protein-coding	EGFR|1956_calculated	merged_EGFR|1956_calculated	EGFR_ENSG00000146648	EGFR_ENSG00000146648
EGLN1	54583	EGLN1	EGLN1	ENSG00000135766	1232	1	1q42.2	egl-9 family hypoxia inducible factor 1	protein-coding	EGLN1|54583_calculated	merged_EGLN1|54583_calculated	EGLN1_ENSG00000135766	EGLN1_ENSG00000135766
EGLN3	112399	EGLN3	EGLN3	ENSG00000129521	14661	14	14q13.1	egl-9 family hypoxia inducible factor 3	protein-coding	EGLN3|112399_calculated	merged_EGLN3|112399_calculated	EGLN3_ENSG00000129521	EGLN3_ENSG00000129521
EGOT	100126791	EGOT	EGOT	ENSG00000235947	37129	3	3p26.1	eosinophil granule ontogeny transcript	ncRNA	EGOT|100126791_calculated	merged_EGOT|100126791_calculated	EGOT_ENSG00000235947	EGOT_ENSG00000235947
EGR1	1958	EGR1	EGR1	ENSG00000120738	3238	5	5q31.2	early growth response 1	protein-coding	EGR1|1958_calculated	merged_EGR1|1958_calculated	EGR1_ENSG00000120738	EGR1_ENSG00000120738
EGR2	1959	EGR2	EGR2	ENSG00000122877	3239	10	10q21.3	early growth response 2	protein-coding	EGR2|1959_calculated	merged_EGR2|1959_calculated	EGR2_ENSG00000122877	EGR2_ENSG00000122877
EGR3	1960	EGR3	EGR3	ENSG00000179388	3240	8	8p21.3	early growth response 3	protein-coding	EGR3|1960_calculated	merged_EGR3|1960_calculated	EGR3_ENSG00000179388	EGR3_ENSG00000179388
EGR4	1961	EGR4	EGR4	ENSG00000135625	3241	2	2p13.2	early growth response 4	protein-coding	EGR4|1961_calculated	merged_EGR4|1961_calculated	EGR4_ENSG00000135625	EGR4_ENSG00000135625
EHBP1	23301	EHBP1	EHBP1	ENSG00000115504	29144	2	2p15	EH domain binding protein 1	protein-coding	EHBP1|23301_calculated	merged_EHBP1|23301_calculated	EHBP1_ENSG00000115504	EHBP1_ENSG00000115504
EHBP1L1	254102	EHBP1L1	EHBP1L1	ENSG00000173442	30682	11	11q13.1	EH domain binding protein 1 like 1	protein-coding	EHBP1L1|254102_calculated	merged_EHBP1L1|254102_calculated	EHBP1L1_ENSG00000173442	EHBP1L1_ENSG00000173442
EHD1	10938	EHD1	EHD1	ENSG00000110047	3242	11	11q13.1	EH domain containing 1	protein-coding	EHD1|10938_calculated	merged_EHD1|10938_calculated	EHD1_ENSG00000110047	EHD1_ENSG00000110047
EHD2	30846	EHD2	EHD2	ENSG00000024422	3243	19	19q13.33	EH domain containing 2	protein-coding	EHD2|30846_calculated	merged_EHD2|30846_calculated	EHD2_ENSG00000024422	EHD2_ENSG00000024422
EHD3	30845	EHD3	EHD3	ENSG00000013016	3244	2	2p23.1	EH domain containing 3	protein-coding	EHD3|30845_calculated	merged_EHD3|30845_calculated	EHD3_ENSG00000013016	EHD3_ENSG00000013016
EHD4	30844	EHD4	EHD4	ENSG00000103966	3245	15	15q15.1	EH domain containing 4	protein-coding	EHD4|30844_calculated	merged_EHD4|30844_calculated	EHD4_ENSG00000103966	EHD4_ENSG00000103966
EHF	26298	EHF	EHF	ENSG00000135373	3246	11	11p13	ETS homologous factor	protein-coding	EHF|26298_calculated	merged_EHF|26298_calculated	EHF_ENSG00000135373	EHF_ENSG00000135373
EHHADH	1962	EHHADH	EHHADH	ENSG00000113790	3247	3	3q27.2	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	protein-coding	EHHADH|1962_calculated	merged_EHHADH|1962_calculated	EHHADH_ENSG00000113790	EHHADH_ENSG00000113790
EHMT1	79813	EHMT1	EHMT1	ENSG00000181090	24650	9	9q34.3	euchromatic histone lysine methyltransferase 1	protein-coding	EHMT1|79813_calculated	merged_EHMT1|79813_calculated	EHMT1_ENSG00000181090	EHMT1_ENSG00000181090
EHMT2	10919	EHMT2	EHMT2	ENSG00000204371	14129	6	6p21.33	euchromatic histone lysine methyltransferase 2	protein-coding	EHMT2|10919_calculated	merged_EHMT2|10919_calculated	EHMT2_ENSG00000204371	EHMT2_ENSG00000204371
EI24	9538	EI24	EI24	ENSG00000149547	13276	11	11q24.2	EI24 autophagy associated transmembrane protein	protein-coding	EI24|9538_calculated	merged_EI24|9538_calculated	EI24_ENSG00000149547	EI24_ENSG00000149547
EID1	23741	EID1	EID1	ENSG00000255302	1191	15	15q21.1	EP300 interacting inhibitor of differentiation 1	protein-coding	EID1|23741_calculated	merged_EID1|23741_calculated	EID1_ENSG00000255302	EID1_ENSG00000255302
EID2	163126	EID2	EID2	ENSG00000176396	28292	19	19q13.2	EP300 interacting inhibitor of differentiation 2	protein-coding	EID2|163126_calculated	merged_EID2|163126_calculated	EID2_ENSG00000176396	EID2_ENSG00000176396
EID2B	126272	EID2B	EID2B	ENSG00000176401	26796	19	19q13.2	EP300 interacting inhibitor of differentiation 2B	protein-coding	EID2B|126272_calculated	merged_EID2B|126272_calculated	EID2B_ENSG00000176401	EID2B_ENSG00000176401
EID3	493861	EID3	EID3	ENSG00000255150	32961	12	12q23.3	EP300 interacting inhibitor of differentiation 3	protein-coding	EID3|493861_calculated	merged_EID3|493861_calculated	EID3_ENSG00000255150	EID3_ENSG00000255150
EIF1	10209	EIF1	EIF1	ENSG00000173812	3249	17	17q21.2	eukaryotic translation initiation factor 1	protein-coding	EIF1|10209_calculated	merged_EIF1|10209_calculated	EIF1_ENSG00000173812	EIF1_ENSG00000173812
EIF1AD	84285	EIF1AD	EIF1AD	ENSG00000175376	28147	11	11q13.1	eukaryotic translation initiation factor 1A domain containing	protein-coding	EIF1AD|84285_calculated	merged_EIF1AD|84285_calculated	EIF1AD_ENSG00000175376	EIF1AD_ENSG00000175376
EIF1AX	1964	EIF1AX	EIF1AX	ENSG00000173674	3250	X	Xp22.12	eukaryotic translation initiation factor 1A X-linked	protein-coding	EIF1AX|1964_calculated	merged_EIF1AX|1964_calculated	EIF1AX_ENSG00000173674	EIF1AX_ENSG00000173674
EIF1AY	9086	EIF1AY	EIF1AY	ENSG00000198692	3252	Y	Yq11.223	eukaryotic translation initiation factor 1A Y-linked	protein-coding	EIF1AY|9086_calculated	merged_EIF1AY|9086_calculated	EIF1AY_ENSG00000198692	EIF1AY_ENSG00000198692
EIF1B	10289	EIF1B	EIF1B	ENSG00000114784	30792	3	3p22.1	eukaryotic translation initiation factor 1B	protein-coding	EIF1B|10289_calculated	merged_EIF1B|10289_calculated	EIF1B_ENSG00000114784	EIF1B_ENSG00000114784
EIF2A	83939	EIF2A	EIF2A	ENSG00000144895	3254	3	3q25.1	eukaryotic translation initiation factor 2A	protein-coding	EIF2A|83939_calculated	merged_EIF2A|83939_calculated	EIF2A_ENSG00000144895	EIF2A_ENSG00000144895
EIF2AK1	27102	EIF2AK1	EIF2AK1	ENSG00000086232	24921	7	7p22.1	eukaryotic translation initiation factor 2 alpha kinase 1	protein-coding	EIF2AK1|27102_calculated	merged_EIF2AK1|27102_calculated	EIF2AK1_ENSG00000086232	EIF2AK1_ENSG00000086232
EIF2AK2	5610	EIF2AK2	EIF2AK2	ENSG00000055332	9437	2	2p22.2	eukaryotic translation initiation factor 2 alpha kinase 2	protein-coding	EIF2AK2|5610_calculated	merged_EIF2AK2|5610_calculated	EIF2AK2_ENSG00000055332	EIF2AK2_ENSG00000055332
EIF2AK3	9451	EIF2AK3	EIF2AK3	ENSG00000172071	3255	2	2p11.2	eukaryotic translation initiation factor 2 alpha kinase 3	protein-coding	EIF2AK3|9451_calculated	merged_EIF2AK3|9451_calculated	EIF2AK3_ENSG00000172071	EIF2AK3_ENSG00000172071
EIF2AK4	440275	EIF2AK4	EIF2AK4	ENSG00000128829	19687	15	15q15.1	eukaryotic translation initiation factor 2 alpha kinase 4	protein-coding	EIF2AK4|440275_calculated	merged_EIF2AK4|440275_calculated	EIF2AK4_ENSG00000128829	EIF2AK4_ENSG00000128829
EIF2B1	1967	EIF2B1	EIF2B1	ENSG00000111361	3257	12	12q24.31	eukaryotic translation initiation factor 2B subunit alpha	protein-coding	EIF2B1|1967_calculated	merged_EIF2B1|1967_calculated	EIF2B1_ENSG00000111361	EIF2B1_ENSG00000111361
EIF2B2	8892	EIF2B2	EIF2B2	ENSG00000119718	3258	14	14q24.3	eukaryotic translation initiation factor 2B subunit beta	protein-coding	EIF2B2|8892_calculated	merged_EIF2B2|8892_calculated	EIF2B2_ENSG00000119718	EIF2B2_ENSG00000119718
EIF2B3	8891	EIF2B3	EIF2B3	ENSG00000070785	3259	1	1p34.1	eukaryotic translation initiation factor 2B subunit gamma	protein-coding	EIF2B3|8891_calculated	merged_EIF2B3|8891_calculated	EIF2B3_ENSG00000070785	EIF2B3_ENSG00000070785
EIF2B4	8890	EIF2B4	EIF2B4	ENSG00000115211	3260	2	2p23.3	eukaryotic translation initiation factor 2B subunit delta	protein-coding	EIF2B4|8890_calculated	merged_EIF2B4|8890_calculated	EIF2B4_ENSG00000115211	EIF2B4_ENSG00000115211
EIF2B5	8893	EIF2B5	EIF2B5	ENSG00000145191	3261	3	3q27.1	eukaryotic translation initiation factor 2B subunit epsilon	protein-coding	EIF2B5|8893_calculated	merged_EIF2B5|8893_calculated	EIF2B5_ENSG00000145191	EIF2B5_ENSG00000145191
EIF2S1	1965	EIF2S1	EIF2S1	ENSG00000134001	3265	14	14q23.3	eukaryotic translation initiation factor 2 subunit alpha	protein-coding	EIF2S1|1965_calculated	merged_EIF2S1|1965_calculated	EIF2S1_ENSG00000134001	EIF2S1_ENSG00000134001
EIF2S2	8894	EIF2S2	EIF2S2	ENSG00000125977	3266	20	20q11.22	eukaryotic translation initiation factor 2 subunit beta	protein-coding	EIF2S2|8894_calculated	merged_EIF2S2|8894_calculated	EIF2S2_ENSG00000125977	EIF2S2_ENSG00000125977
EIF2S3	1968	EIF2S3	EIF2S3	ENSG00000130741	3267	X	Xp22.11	eukaryotic translation initiation factor 2 subunit gamma	protein-coding	EIF2S3|1968_calculated	merged_EIF2S3|1968_calculated	EIF2S3_ENSG00000130741	EIF2S3_ENSG00000130741
EIF3A	8661	EIF3A	EIF3A	ENSG00000107581	3271	10	10q26.11	eukaryotic translation initiation factor 3 subunit A	protein-coding	EIF3A|8661_calculated	merged_EIF3A|8661_calculated	EIF3A_ENSG00000107581	EIF3A_ENSG00000107581
EIF3B	8662	EIF3B	EIF3B	ENSG00000106263	3280	7	7p22.3	eukaryotic translation initiation factor 3 subunit B	protein-coding	EIF3B|8662_calculated	merged_EIF3B|8662_calculated	EIF3B_ENSG00000106263	EIF3B_ENSG00000106263
EIF3C	8663	EIF3C	EIF3C	ENSG00000184110	3279	16	16p11.2	eukaryotic translation initiation factor 3 subunit C	protein-coding	EIF3C|8663|1of2_calculated	merged_EIF3C|8663|1of2_calculated	EIF3C_ENSG00000184110	EIF3C_ENSG00000184110
EIF3CL	728689	EIF3CL	EIF3CL	ENSG00000205609	26347	16	16p12.1	eukaryotic translation initiation factor 3 subunit C like	protein-coding	EIF3CL|728689|1of2_calculated	merged_EIF3CL|728689|1of2_calculated	EIF3CL_ENSG00000205609	EIF3CL_ENSG00000205609
EIF3D	8664	EIF3D	EIF3D	ENSG00000100353	3278	22	22q12.3	eukaryotic translation initiation factor 3 subunit D	protein-coding	EIF3D|8664_calculated	merged_EIF3D|8664_calculated	EIF3D_ENSG00000100353	EIF3D_ENSG00000100353
EIF3E	3646	EIF3E	EIF3E	ENSG00000104408	3277	8	8q23.1	eukaryotic translation initiation factor 3 subunit E	protein-coding	EIF3E|3646_calculated	merged_EIF3E|3646_calculated	EIF3E_ENSG00000104408	EIF3E_ENSG00000104408
EIF3F	8665	EIF3F	EIF3F	ENSG00000175390	3275	11	11p15.4	eukaryotic translation initiation factor 3 subunit F	protein-coding	EIF3F|8665_calculated	merged_EIF3F|8665_calculated	EIF3F_ENSG00000175390	EIF3F_ENSG00000175390
EIF3G	8666	EIF3G	EIF3G	ENSG00000130811	3274	19	19p13.2	eukaryotic translation initiation factor 3 subunit G	protein-coding	EIF3G|8666_calculated	merged_EIF3G|8666_calculated	EIF3G_ENSG00000130811	EIF3G_ENSG00000130811
EIF3H	8667	EIF3H	EIF3H	ENSG00000147677	3273	8	8q23.3-q24.11	eukaryotic translation initiation factor 3 subunit H	protein-coding	EIF3H|8667_calculated	merged_EIF3H|8667_calculated	EIF3H_ENSG00000147677	EIF3H_ENSG00000147677
EIF3I	8668	EIF3I	EIF3I	ENSG00000084623	3272	1	1p35.2	eukaryotic translation initiation factor 3 subunit I	protein-coding	EIF3I|8668_calculated	merged_EIF3I|8668_calculated	EIF3I_ENSG00000084623	EIF3I_ENSG00000084623
EIF3IP1	442720	EIF3IP1	EIF3IP1	ENSG00000237064	13277	7	7q31.1	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo	EIF3IP1|442720_calculated	merged_EIF3IP1|442720_calculated	EIF3IP1_ENSG00000237064	EIF3IP1_ENSG00000237064
EIF3J	8669	EIF3J	EIF3J	ENSG00000104131	3270	15	15q21.1	eukaryotic translation initiation factor 3 subunit J	protein-coding	EIF3J|8669_calculated	merged_EIF3J|8669_calculated	EIF3J_ENSG00000104131	EIF3J_ENSG00000104131
EIF3K	27335	EIF3K	EIF3K	ENSG00000178982	24656	19	19q13.2	eukaryotic translation initiation factor 3 subunit K	protein-coding	EIF3K|27335_calculated	merged_EIF3K|27335_calculated	EIF3K_ENSG00000178982	EIF3K_ENSG00000178982
EIF3L	51386	EIF3L	EIF3L	ENSG00000100129	18138	22	22q13.1	eukaryotic translation initiation factor 3 subunit L	protein-coding	EIF3L|51386_calculated	merged_EIF3L|51386_calculated	EIF3L_ENSG00000100129	EIF3L_ENSG00000100129
EIF3M	10480	EIF3M	EIF3M	ENSG00000149100	24460	11	11p13	eukaryotic translation initiation factor 3 subunit M	protein-coding	EIF3M|10480_calculated	merged_EIF3M|10480_calculated	EIF3M_ENSG00000149100	EIF3M_ENSG00000149100
EIF4A1	1973	EIF4A1	EIF4A1	ENSG00000161960	3282	17	17p13.1	eukaryotic translation initiation factor 4A1	protein-coding	EIF4A1|1973_calculated	merged_EIF4A1|1973_calculated	EIF4A1_ENSG00000161960	EIF4A1_ENSG00000161960
EIF4A2	1974	EIF4A2	EIF4A2	ENSG00000156976	3284	3	3q27.3	eukaryotic translation initiation factor 4A2	protein-coding	EIF4A2|1974_calculated	merged_EIF4A2|1974_calculated	EIF4A2_ENSG00000156976	EIF4A2_ENSG00000156976
EIF4A3	9775	EIF4A3	EIF4A3	ENSG00000141543	18683	17	17q25.3	eukaryotic translation initiation factor 4A3	protein-coding	EIF4A3|9775_calculated	merged_EIF4A3|9775_calculated	EIF4A3_ENSG00000141543	EIF4A3_ENSG00000141543
EIF4B	1975	EIF4B	EIF4B	ENSG00000063046	3285	12	12q13.13	eukaryotic translation initiation factor 4B	protein-coding	EIF4B|1975_calculated	merged_EIF4B|1975_calculated	EIF4B_ENSG00000063046	EIF4B_ENSG00000063046
EIF4E	1977	EIF4E	EIF4E	ENSG00000151247	3287	4	4q23	eukaryotic translation initiation factor 4E	protein-coding	EIF4E|1977_calculated	merged_EIF4E|1977_calculated	EIF4E_ENSG00000151247	EIF4E_ENSG00000151247
EIF4E1B	253314	EIF4E1B	EIF4E1B	ENSG00000175766	33179	5	5q35.2	eukaryotic translation initiation factor 4E family member 1B	protein-coding	EIF4E1B|253314_calculated	merged_EIF4E1B|253314_calculated	EIF4E1B_ENSG00000175766	EIF4E1B_ENSG00000175766
EIF4E2	9470	EIF4E2	EIF4E2	ENSG00000135930	3293	2	2q37.1	eukaryotic translation initiation factor 4E family member 2	protein-coding	EIF4E2|9470_calculated	merged_EIF4E2|9470_calculated	EIF4E2_ENSG00000135930	EIF4E2_ENSG00000135930
EIF4E3	317649	EIF4E3	EIF4E3	ENSG00000163412	31837	3	3p13	eukaryotic translation initiation factor 4E family member 3	protein-coding	EIF4E3|317649_calculated	merged_EIF4E3|317649_calculated	EIF4E3_ENSG00000163412	EIF4E3_ENSG00000163412
EIF4EBP1	1978	EIF4EBP1	EIF4EBP1	ENSG00000187840	3288	8	8p11.23	eukaryotic translation initiation factor 4E binding protein 1	protein-coding	EIF4EBP1|1978_calculated	merged_EIF4EBP1|1978_calculated	EIF4EBP1_ENSG00000187840	EIF4EBP1_ENSG00000187840
